loan_id,customer_id,loan_type,principal,interest_rate,tenure_months,loan_status
LN000395,CUST017382,PERSONAL,5137197.48,9.17,36,DEFAULT
LN000396,CUST093121,HOME,1445058.37,13.31,24,DEFAULT
LN000397,CUST021586,HOME,4717224.32,12.95,36,CLOSED
LN000398,CUST085446,AUTO,7552017.31,11.72,240,DEFAULT
LN000399,CUST067031,EDUCATION,5678565.26,10.79,60,DEFAULT
LN000400,CUST066791,HOME,449226.34,8.6,36,DEFAULT
LN000401,CUST040237,AUTO,9408678.41,8.71,240,CLOSED
LN000402,CUST001112,EDUCATION,2393914.66,9.7,24,CLOSED
LN000403,CUST001672,HOME,8705725.74,13.8,12,CLOSED
LN000404,CUST052475,AUTO,6659342.6,13.08,12,CLOSED
LN000405,CUST051255,PERSONAL,7108786.14,9.19,240,DEFAULT
LN000406,CUST087115,EDUCATION,2118443.5,7.2,240,ACTIVE
LN000407,CUST097848,EDUCATION,6667683.93,8.84,60,DEFAULT
LN000408,CUST047591,HOME,4774735.67,7.75,24,ACTIVE
LN000409,CUST024490,PERSONAL,9944850.48,13.38,36,DEFAULT
LN000410,CUST079987,HOME,5301162.77,12.67,24,DEFAULT
LN000411,CUST091909,AUTO,8309174.46,12.32,120,CLOSED
LN000412,CUST059191,AUTO,3535060.77,12.06,60,ACTIVE
LN000413,CUST005337,AUTO,3012972.11,11.4,60,ACTIVE
LN000414,CUST062789,HOME,828720.8,10.97,24,ACTIVE
LN000415,CUST085377,PERSONAL,2404272.71,14.1,12,DEFAULT
LN000416,CUST018501,PERSONAL,3123062.9,11.22,36,ACTIVE
LN000417,CUST069682,HOME,4696664.18,7.54,12,CLOSED
LN000418,CUST014723,EDUCATION,1207528.86,9.52,12,ACTIVE
LN000419,CUST000087,EDUCATION,8490163.32,12.21,24,DEFAULT
LN000420,CUST051641,HOME,4231947.03,13.89,240,CLOSED
LN000421,CUST079946,HOME,3773171.52,11.84,240,ACTIVE
LN000422,CUST000161,PERSONAL,9234847.74,13.24,60,DEFAULT
LN000423,CUST058179,PERSONAL,8731085.17,7.45,12,ACTIVE
LN000424,CUST075670,AUTO,5078535.42,8.01,36,ACTIVE
LN000425,CUST008184,EDUCATION,3245951.75,9.42,24,ACTIVE
LN000426,CUST096224,EDUCATION,8496648.13,9.88,240,CLOSED
LN000427,CUST022258,EDUCATION,5132126.73,12.56,60,ACTIVE
LN000428,CUST051855,AUTO,9681377.65,14.23,240,ACTIVE
LN000429,CUST043006,AUTO,9797033.99,14.49,60,CLOSED
LN000430,CUST004122,PERSONAL,1804455.22,11.7,120,DEFAULT
LN000431,CUST013757,AUTO,3109438.51,8.82,120,CLOSED
LN000432,CUST081632,AUTO,7585898.13,10.2,36,DEFAULT
LN000433,CUST092133,HOME,1969568.04,11.06,12,DEFAULT
LN000434,CUST098576,HOME,4505075.45,10.93,36,ACTIVE
LN000435,CUST015784,AUTO,8541512.78,7.9,36,DEFAULT
LN000436,CUST058973,AUTO,7903593.6,10.55,12,ACTIVE
LN000437,CUST044260,AUTO,1717254.91,8.88,24,ACTIVE
LN000438,CUST069324,EDUCATION,682789.41,11.5,24,CLOSED
LN000439,CUST076652,HOME,5375402.77,13.72,12,ACTIVE
LN000440,CUST030589,PERSONAL,7096358.21,13.4,24,CLOSED
LN000441,CUST045304,AUTO,1514287.18,7.94,240,CLOSED
LN000442,CUST053376,HOME,3465141.09,11.74,36,DEFAULT
LN000443,CUST070350,EDUCATION,159487.66,12.05,36,DEFAULT
LN000444,CUST066562,EDUCATION,3564308.99,12.64,120,CLOSED
LN000445,CUST009279,AUTO,5114149.07,14.51,60,DEFAULT
LN000446,CUST029163,HOME,5311006.7,9.45,120,CLOSED
LN000447,CUST064208,AUTO,426549.38,11.23,240,DEFAULT
LN000448,CUST023989,EDUCATION,6132481.51,10.98,36,ACTIVE
LN000449,CUST019051,EDUCATION,8287180.76,10.46,60,DEFAULT
LN000450,CUST035719,EDUCATION,6446270.94,11.5,36,CLOSED
LN000451,CUST096976,AUTO,862447.06,14.76,60,CLOSED
LN000452,CUST029182,PERSONAL,2609955.85,11.95,36,ACTIVE
LN000453,CUST063307,AUTO,6583180.25,7.69,240,ACTIVE
LN000454,CUST058281,AUTO,8041596.84,13.2,120,DEFAULT
LN000455,CUST080855,HOME,4874758.88,13.63,60,CLOSED
LN000456,CUST088361,HOME,9896143.81,10.78,240,CLOSED
LN000457,CUST041101,HOME,7507980.46,14.82,120,ACTIVE
LN000458,CUST042740,EDUCATION,1475522.8,10.4,24,ACTIVE
LN000459,CUST056279,AUTO,1583092.07,12.98,240,DEFAULT
LN000460,CUST038602,AUTO,3739876.06,10.88,12,ACTIVE
LN000461,CUST040285,EDUCATION,5304017.13,14.21,240,CLOSED
LN000462,CUST062858,PERSONAL,8278926.73,8.2,60,DEFAULT
LN000463,CUST002614,PERSONAL,241225.23,9.57,120,CLOSED
LN000464,CUST004922,HOME,9801426.43,7.91,240,CLOSED
LN000465,CUST033894,HOME,715322.31,9.73,120,CLOSED
LN000466,CUST075388,PERSONAL,3702382.85,11.57,120,ACTIVE
LN000467,CUST007525,EDUCATION,1367957.47,13.52,60,CLOSED
LN000468,CUST078829,PERSONAL,732721.98,13.1,24,CLOSED
LN000469,CUST026012,PERSONAL,1273160.81,7.74,120,ACTIVE
LN000470,CUST001640,HOME,6462587.26,8.86,120,DEFAULT
LN000471,CUST024464,EDUCATION,4633752.57,9.63,36,CLOSED
LN000472,CUST039294,HOME,1704672.86,10.54,60,DEFAULT
LN000473,CUST072066,HOME,4845456.64,13.38,240,CLOSED
LN000474,CUST028281,AUTO,4145941.36,7.19,120,ACTIVE
LN000475,CUST033894,PERSONAL,712970.13,7.44,36,DEFAULT
LN000476,CUST055804,HOME,8071955.83,7.76,60,CLOSED
LN000477,CUST061004,EDUCATION,8951545.94,13.11,240,ACTIVE
LN000478,CUST040538,PERSONAL,2576965.65,12.56,24,CLOSED
LN000479,CUST068265,EDUCATION,3085694.6,12.75,60,CLOSED
LN000480,CUST097943,PERSONAL,9382576.37,8.35,120,CLOSED
LN000481,CUST069603,HOME,169805.38,9.0,240,DEFAULT
LN000482,CUST018165,PERSONAL,9758204.93,7.33,240,ACTIVE
LN000483,CUST065706,AUTO,3623135.63,7.0,60,DEFAULT
LN000484,CUST088579,AUTO,7653502.94,12.03,24,CLOSED
LN000485,CUST086699,HOME,944035.27,14.04,60,ACTIVE
LN000486,CUST007597,HOME,1923932.44,8.79,24,DEFAULT
LN000487,CUST024549,EDUCATION,5710668.48,11.35,240,CLOSED
LN000488,CUST027219,HOME,4798146.17,12.65,24,DEFAULT
LN000489,CUST037865,HOME,9288840.43,13.58,24,ACTIVE
LN000490,CUST083974,PERSONAL,9000960.06,13.68,24,CLOSED
LN000491,CUST026998,PERSONAL,5165351.14,12.41,24,CLOSED
LN000492,CUST051621,EDUCATION,1529785.66,9.76,24,DEFAULT
LN000493,CUST000532,HOME,7402944.07,7.14,24,ACTIVE
LN000494,CUST077925,HOME,4123740.74,14.09,60,ACTIVE
LN000495,CUST068306,PERSONAL,7909922.47,11.4,120,CLOSED
LN000496,CUST036456,EDUCATION,4005715.87,11.03,12,DEFAULT
LN000497,CUST081936,EDUCATION,5318199.7,8.81,120,ACTIVE
LN000498,CUST023421,HOME,57119.59,13.93,36,CLOSED
LN000499,CUST061321,EDUCATION,1241859.73,10.95,12,ACTIVE
LN000500,CUST003062,HOME,3498846.24,8.01,12,DEFAULT
LN000501,CUST049144,AUTO,1509112.38,8.15,60,CLOSED
LN000502,CUST076529,AUTO,1418544.54,11.79,240,CLOSED
LN000503,CUST017193,AUTO,3518313.6,8.13,24,DEFAULT
LN000504,CUST077276,PERSONAL,8378452.48,11.92,120,ACTIVE
LN000505,CUST056148,HOME,8175558.67,10.86,240,CLOSED
LN000506,CUST090382,PERSONAL,8393411.64,10.25,60,ACTIVE
LN000507,CUST027379,AUTO,3079051.7,9.13,12,ACTIVE
LN000508,CUST040810,AUTO,6759671.87,7.58,60,DEFAULT
LN000509,CUST083167,AUTO,4486240.93,13.81,60,CLOSED
LN000510,CUST069285,HOME,6545755.38,9.01,60,ACTIVE
LN000511,CUST095924,EDUCATION,5850858.25,8.15,60,DEFAULT
LN000512,CUST050073,HOME,9382580.35,10.31,240,CLOSED
LN000513,CUST017684,PERSONAL,5829681.6,11.27,240,ACTIVE
LN000514,CUST026062,PERSONAL,7981973.22,14.8,36,DEFAULT
LN000515,CUST035524,PERSONAL,1674642.49,14.72,60,CLOSED
LN000516,CUST070174,AUTO,2148283.56,14.65,24,ACTIVE
LN000517,CUST022542,PERSONAL,4494560.68,9.11,36,CLOSED
LN000518,CUST007488,HOME,4248077.7,13.43,240,DEFAULT
LN000519,CUST084735,HOME,3322097.92,13.96,60,DEFAULT
LN000520,CUST052087,PERSONAL,6921038.05,14.19,60,CLOSED
LN000521,CUST051857,HOME,3825459.6,8.52,12,ACTIVE
LN000522,CUST031521,AUTO,1335566.91,8.52,240,ACTIVE
LN000523,CUST015243,HOME,4673383.46,13.16,240,CLOSED
LN000524,CUST054467,AUTO,1144854.13,11.42,24,CLOSED
LN000525,CUST063927,AUTO,4290176.01,12.3,24,DEFAULT
LN000526,CUST071895,HOME,5689072.76,10.37,120,DEFAULT
LN000527,CUST071172,PERSONAL,6921439.55,13.99,12,DEFAULT
LN000528,CUST008298,HOME,1834618.6,13.96,120,CLOSED
LN000529,CUST029471,AUTO,5682514.69,9.77,24,CLOSED
LN000530,CUST094579,EDUCATION,6187897.75,10.63,60,CLOSED
LN000531,CUST084836,HOME,3560795.17,8.86,240,ACTIVE
LN000532,CUST005049,EDUCATION,3258827.49,7.09,60,CLOSED
LN000533,CUST030762,AUTO,5856903.48,9.71,36,DEFAULT
LN000534,CUST062402,EDUCATION,1490856.22,13.68,12,DEFAULT
LN000535,CUST017747,PERSONAL,9615976.79,10.69,12,DEFAULT
LN000536,CUST007969,AUTO,474793.91,10.58,24,CLOSED
LN000537,CUST064046,AUTO,8858422.67,12.26,12,CLOSED
LN000538,CUST001489,AUTO,5772461.63,11.78,12,DEFAULT
LN000539,CUST036818,HOME,5720825.43,11.51,36,CLOSED
LN000540,CUST031384,EDUCATION,6628827.82,10.42,60,ACTIVE
LN000541,CUST011357,HOME,5074331.51,8.67,12,DEFAULT
LN000542,CUST058152,AUTO,6909586.87,12.74,60,CLOSED
LN000543,CUST088997,HOME,1999966.45,8.32,120,DEFAULT
LN000544,CUST042793,EDUCATION,581713.44,10.36,240,CLOSED
LN000545,CUST003947,HOME,4980868.88,10.24,24,ACTIVE
LN000546,CUST094592,EDUCATION,9415025.31,7.73,24,DEFAULT
LN000547,CUST011086,EDUCATION,2039182.9,10.55,36,CLOSED
LN000548,CUST056787,AUTO,8687483.15,14.7,240,ACTIVE
LN000549,CUST022851,HOME,3186552.86,11.99,24,ACTIVE
LN000550,CUST035158,EDUCATION,5370012.18,7.62,120,CLOSED
LN000551,CUST019370,HOME,7483474.44,9.54,120,DEFAULT
LN000552,CUST031712,AUTO,9173448.85,10.78,12,ACTIVE
LN000553,CUST071835,AUTO,4092973.21,7.59,24,CLOSED
LN000554,CUST078977,HOME,567421.1,10.6,240,CLOSED
LN000555,CUST063574,PERSONAL,273947.67,10.92,240,ACTIVE
LN000556,CUST024518,PERSONAL,3670262.31,14.75,240,DEFAULT
LN000557,CUST060035,EDUCATION,1939451.33,14.73,24,CLOSED
LN000558,CUST088140,EDUCATION,3674696.57,8.64,240,ACTIVE
LN000559,CUST014701,EDUCATION,7143372.26,14.77,36,ACTIVE
LN000560,CUST017544,EDUCATION,9395911.26,13.78,24,ACTIVE
LN000561,CUST071076,PERSONAL,548764.21,12.97,120,CLOSED
LN000562,CUST075047,EDUCATION,2945028.76,11.46,24,CLOSED
LN000563,CUST005234,PERSONAL,3642353.26,12.88,120,ACTIVE
LN000564,CUST069892,AUTO,3602393.67,11.26,120,CLOSED
LN000565,CUST001772,HOME,7549699.31,7.9,24,DEFAULT
LN000566,CUST065905,AUTO,7149272.48,10.64,12,DEFAULT
LN000567,CUST086687,AUTO,2032258.67,8.11,12,ACTIVE
LN000568,CUST079777,PERSONAL,6879452.6,10.02,12,ACTIVE
LN000569,CUST022012,HOME,8605712.02,9.13,24,ACTIVE
LN000570,CUST099569,HOME,4625182.59,8.55,120,ACTIVE
LN000571,CUST099225,PERSONAL,1134605.49,10.7,12,ACTIVE
LN000572,CUST013948,HOME,5873902.03,14.51,36,CLOSED
LN000573,CUST052286,HOME,8372052.1,14.65,12,CLOSED
LN000574,CUST078703,PERSONAL,1411913.34,13.98,240,DEFAULT
LN000575,CUST072714,EDUCATION,3872428.22,8.22,24,CLOSED
LN000576,CUST085498,EDUCATION,5454984.78,13.75,240,CLOSED
LN000577,CUST098768,PERSONAL,6044500.53,8.94,36,ACTIVE
LN000578,CUST090106,AUTO,739248.11,10.27,36,ACTIVE
LN000579,CUST088210,EDUCATION,4582652.11,13.86,60,CLOSED
LN000580,CUST076157,EDUCATION,1169709.0,10.08,36,CLOSED
LN000581,CUST060414,EDUCATION,5704955.99,10.04,60,ACTIVE
LN000582,CUST040732,AUTO,455343.44,11.05,24,DEFAULT
LN000583,CUST068248,PERSONAL,9055631.99,12.12,240,ACTIVE
LN000584,CUST047213,HOME,8031854.38,8.31,12,DEFAULT
LN000585,CUST010354,AUTO,3749798.99,9.29,12,ACTIVE
LN000586,CUST072925,EDUCATION,4085636.13,9.82,24,DEFAULT
LN000587,CUST099992,PERSONAL,3763749.09,10.36,36,DEFAULT
LN000588,CUST009908,HOME,5932922.81,7.34,120,ACTIVE
LN000589,CUST043852,EDUCATION,9559725.34,14.34,240,CLOSED
LN000590,CUST098635,HOME,2150139.45,7.46,240,DEFAULT
LN000591,CUST057030,PERSONAL,5329161.8,7.57,36,ACTIVE
LN000592,CUST054107,EDUCATION,9147065.14,9.8,240,CLOSED
LN000593,CUST071039,AUTO,464339.07,11.06,120,CLOSED
LN000594,CUST061242,EDUCATION,4862785.48,9.08,36,DEFAULT
LN000595,CUST076370,HOME,3564787.04,7.94,240,CLOSED
LN000596,CUST073384,AUTO,6730612.68,10.07,240,ACTIVE
LN000597,CUST059924,EDUCATION,887225.6,12.34,12,DEFAULT
LN000598,CUST071120,AUTO,5518152.47,11.39,24,CLOSED
LN000599,CUST008355,AUTO,6341870.09,9.07,24,DEFAULT
LN000600,CUST008997,PERSONAL,7501720.87,11.85,120,CLOSED
LN000601,CUST023891,EDUCATION,4464272.79,9.22,36,CLOSED
LN000602,CUST086163,PERSONAL,2798319.49,13.96,60,CLOSED
LN000603,CUST015646,EDUCATION,1444986.59,10.59,24,ACTIVE
LN000604,CUST097705,PERSONAL,4229950.3,10.26,240,CLOSED
LN000605,CUST040958,HOME,6869708.36,7.87,24,CLOSED
LN000606,CUST079610,AUTO,3802609.46,14.42,120,ACTIVE
LN000607,CUST094730,EDUCATION,7819614.4,12.63,120,DEFAULT
LN000608,CUST075017,AUTO,5953796.64,14.02,24,ACTIVE
LN000609,CUST084258,PERSONAL,6288932.38,13.3,120,ACTIVE
LN000610,CUST068813,PERSONAL,1603718.1,13.54,240,ACTIVE
LN000611,CUST045498,AUTO,4408337.89,8.59,120,ACTIVE
LN000612,CUST078401,PERSONAL,4252092.35,11.77,240,CLOSED
LN000613,CUST004003,HOME,7393014.53,8.3,240,ACTIVE
LN000614,CUST035725,PERSONAL,9955987.32,9.42,240,ACTIVE
LN000615,CUST012820,HOME,7075729.05,7.66,12,DEFAULT
LN000616,CUST007977,PERSONAL,945627.68,11.98,36,CLOSED
LN000617,CUST053890,EDUCATION,2678469.53,9.93,24,CLOSED
LN000618,CUST083231,AUTO,7424646.03,13.67,240,CLOSED
LN000619,CUST067407,AUTO,9856111.51,14.52,60,CLOSED
LN000620,CUST081069,EDUCATION,1169567.35,11.2,24,CLOSED
LN000621,CUST062698,HOME,3419902.34,13.88,24,ACTIVE
LN000622,CUST066467,EDUCATION,9636382.81,7.54,12,CLOSED
LN000623,CUST037642,HOME,540350.87,8.21,36,CLOSED
LN000624,CUST094533,AUTO,2074104.77,12.48,60,DEFAULT
LN000625,CUST003358,PERSONAL,8390787.77,9.19,24,CLOSED
LN000626,CUST019954,HOME,2224719.63,13.78,36,DEFAULT
LN000627,CUST018913,EDUCATION,286003.34,8.13,36,CLOSED
LN000628,CUST031264,EDUCATION,4062967.81,9.38,12,DEFAULT
LN000629,CUST034055,HOME,4434861.74,7.5,24,ACTIVE
LN000630,CUST069748,HOME,8032159.34,9.11,24,ACTIVE
LN000631,CUST082179,PERSONAL,2075939.79,13.67,12,CLOSED
LN000632,CUST072104,EDUCATION,4960948.99,13.99,36,ACTIVE
LN000633,CUST021559,AUTO,4152157.7,9.08,24,DEFAULT
LN000634,CUST007904,HOME,9065925.13,7.27,24,ACTIVE
LN000635,CUST068116,EDUCATION,5147965.93,14.94,120,CLOSED
LN000636,CUST063634,HOME,5119024.4,13.86,240,CLOSED
LN000637,CUST015689,PERSONAL,2017006.27,11.42,60,DEFAULT
LN000638,CUST058353,HOME,6780329.2,9.59,12,CLOSED
LN000639,CUST051843,HOME,9222386.89,13.19,36,CLOSED
LN000640,CUST053246,EDUCATION,2082264.27,13.66,36,DEFAULT
LN000641,CUST087633,HOME,2606561.54,11.64,36,DEFAULT
LN000642,CUST097802,HOME,1204287.86,7.99,60,ACTIVE
LN000643,CUST089615,EDUCATION,3233725.5,8.05,60,CLOSED
LN000644,CUST050214,HOME,5007055.75,11.02,24,DEFAULT
LN000645,CUST025548,PERSONAL,2335639.05,11.56,24,CLOSED
LN000646,CUST015595,PERSONAL,3746509.0,7.82,120,CLOSED
LN000647,CUST005319,PERSONAL,1295509.91,7.92,60,ACTIVE
LN000648,CUST080564,PERSONAL,622475.27,14.89,60,DEFAULT
LN000649,CUST033313,HOME,4955679.07,14.14,36,ACTIVE
LN000650,CUST068679,HOME,3514167.29,12.62,24,DEFAULT
LN000651,CUST030892,PERSONAL,1075225.87,10.42,12,DEFAULT
LN000652,CUST057749,PERSONAL,5803801.73,11.09,240,CLOSED
LN000653,CUST083872,AUTO,5576465.79,14.2,12,ACTIVE
LN000654,CUST087590,PERSONAL,8864582.55,14.96,12,ACTIVE
LN000655,CUST031598,HOME,1179228.51,10.55,240,CLOSED
LN000656,CUST000303,HOME,9058531.24,8.57,12,CLOSED
LN000657,CUST085866,EDUCATION,5073306.43,13.24,60,ACTIVE
LN000658,CUST089069,AUTO,6398401.62,14.97,60,DEFAULT
LN000659,CUST058677,AUTO,943217.72,9.84,36,DEFAULT
LN000660,CUST041088,EDUCATION,930527.27,12.68,60,CLOSED
LN000661,CUST082724,HOME,812387.3,7.4,36,DEFAULT
LN000662,CUST073657,AUTO,5360945.54,9.4,240,ACTIVE
LN000663,CUST014457,PERSONAL,6522452.68,11.07,36,DEFAULT
LN000664,CUST069336,EDUCATION,2231902.38,10.61,12,DEFAULT
LN000665,CUST027045,AUTO,2369389.69,7.3,240,DEFAULT
LN000666,CUST095730,HOME,9893934.38,12.36,120,ACTIVE
LN000667,CUST012035,PERSONAL,8652835.1,7.26,60,DEFAULT
LN000668,CUST024414,PERSONAL,2076512.0,14.1,240,DEFAULT
LN000669,CUST036345,EDUCATION,8718825.05,8.43,36,DEFAULT
LN000670,CUST071738,EDUCATION,8506807.56,8.17,36,CLOSED
LN000671,CUST040442,EDUCATION,4542057.44,8.65,240,CLOSED
LN000672,CUST024972,HOME,7393244.94,8.0,60,ACTIVE
LN000673,CUST021987,HOME,1698178.71,12.02,24,ACTIVE
LN000674,CUST060252,HOME,9807825.6,8.22,60,CLOSED
LN000675,CUST090181,EDUCATION,6956748.49,8.86,36,CLOSED
LN000676,CUST078257,AUTO,2841327.12,9.2,120,CLOSED
LN000677,CUST056262,EDUCATION,5357929.43,11.77,60,DEFAULT
LN000678,CUST002314,HOME,5670493.52,7.09,60,ACTIVE
LN000679,CUST075626,PERSONAL,3780211.85,11.44,60,ACTIVE
LN000680,CUST078505,AUTO,852937.7,9.5,36,DEFAULT
LN000681,CUST014154,HOME,7972735.18,11.8,12,ACTIVE
LN000682,CUST048845,AUTO,8307285.93,8.2,120,ACTIVE
LN000683,CUST036619,PERSONAL,9599043.39,10.76,36,DEFAULT
LN000684,CUST020165,EDUCATION,2809660.9,7.13,120,DEFAULT
LN000685,CUST044622,HOME,8806242.69,7.21,240,CLOSED
LN000686,CUST015877,EDUCATION,7749000.65,8.43,24,DEFAULT
LN000687,CUST002862,HOME,8308815.25,12.44,36,CLOSED
LN000688,CUST093923,PERSONAL,451020.09,10.02,36,ACTIVE
LN000689,CUST091705,EDUCATION,9870891.24,9.67,24,DEFAULT
LN000690,CUST063705,AUTO,8556917.62,8.34,36,DEFAULT
LN000691,CUST020399,EDUCATION,1009583.44,8.78,120,CLOSED
LN000692,CUST089032,HOME,497840.75,13.49,36,ACTIVE
LN000693,CUST021562,PERSONAL,5202496.51,13.71,12,ACTIVE
LN000694,CUST021632,PERSONAL,5793031.02,10.08,120,CLOSED
LN000695,CUST098751,AUTO,9342295.73,11.04,24,CLOSED
LN000696,CUST043457,AUTO,5374363.28,9.97,120,CLOSED
LN000697,CUST064270,PERSONAL,1521433.4,8.39,12,DEFAULT
LN000698,CUST010440,HOME,3552951.53,9.47,36,ACTIVE
LN000699,CUST095662,AUTO,1339943.61,9.38,60,DEFAULT
LN000700,CUST029538,EDUCATION,6399564.54,13.81,240,ACTIVE
LN000701,CUST010924,PERSONAL,1610275.24,14.67,60,ACTIVE
LN000702,CUST032503,HOME,75885.32,8.29,24,DEFAULT
LN000703,CUST036056,PERSONAL,4374137.11,12.99,120,CLOSED
LN000704,CUST051530,PERSONAL,158938.55,11.82,12,DEFAULT
LN000705,CUST041286,HOME,5991341.1,12.05,36,CLOSED
LN000706,CUST053671,EDUCATION,3431578.16,7.14,240,ACTIVE
LN000707,CUST099906,EDUCATION,2856032.01,12.14,12,DEFAULT
LN000708,CUST024249,PERSONAL,2417948.15,10.17,60,DEFAULT
LN000709,CUST034351,HOME,4217842.0,8.92,24,CLOSED
LN000710,CUST032762,PERSONAL,2755061.44,14.07,240,DEFAULT
LN000711,CUST032076,PERSONAL,5309525.68,14.11,12,CLOSED
LN000712,CUST032669,EDUCATION,4877195.41,10.04,60,ACTIVE
LN000713,CUST080464,EDUCATION,6807535.45,7.99,24,ACTIVE
LN000714,CUST038192,PERSONAL,3345941.04,13.81,36,DEFAULT
LN000715,CUST083604,HOME,8319641.64,12.52,60,ACTIVE
LN000716,CUST061982,HOME,4875161.78,9.43,24,DEFAULT
LN000717,CUST000813,AUTO,2094214.72,14.99,120,ACTIVE
LN000718,CUST020847,PERSONAL,201921.15,7.72,60,ACTIVE
LN000719,CUST088548,PERSONAL,2029202.66,9.33,36,ACTIVE
LN000720,CUST039468,PERSONAL,8806842.37,10.71,36,ACTIVE
LN000721,CUST023068,PERSONAL,8676275.53,13.29,60,CLOSED
LN000722,CUST066064,EDUCATION,512830.46,14.38,240,DEFAULT
LN000723,CUST010151,AUTO,398186.91,12.8,36,ACTIVE
LN000724,CUST077988,HOME,5241305.2,7.74,12,CLOSED
LN000725,CUST058327,PERSONAL,8454398.24,7.51,12,DEFAULT
LN000726,CUST087801,HOME,7254547.6,12.1,120,CLOSED
LN000727,CUST051673,AUTO,9201990.09,12.22,36,ACTIVE
LN000728,CUST054401,AUTO,5451865.25,13.35,240,ACTIVE
LN000729,CUST037199,PERSONAL,7104184.83,11.11,120,ACTIVE
LN000730,CUST050862,PERSONAL,96088.66,8.96,120,CLOSED
LN000731,CUST023194,AUTO,1374991.94,12.89,120,DEFAULT
LN000732,CUST030857,AUTO,1625802.37,7.53,120,DEFAULT
LN000733,CUST006604,EDUCATION,1598324.95,12.13,12,DEFAULT
LN000734,CUST057674,AUTO,9948767.8,8.46,240,ACTIVE
LN000735,CUST092787,EDUCATION,3942320.63,8.93,12,CLOSED
LN000736,CUST087726,PERSONAL,5512600.86,9.58,24,ACTIVE
LN000737,CUST019032,PERSONAL,283671.31,14.38,120,CLOSED
LN000738,CUST053646,EDUCATION,7316281.95,8.13,24,ACTIVE
LN000739,CUST035546,EDUCATION,9041711.71,12.39,36,CLOSED
LN000740,CUST081162,AUTO,2167410.32,9.6,240,DEFAULT
LN000741,CUST048579,PERSONAL,7127503.92,12.41,24,ACTIVE
LN000742,CUST015689,AUTO,896474.52,9.26,120,DEFAULT
LN000743,CUST012770,PERSONAL,7727721.73,13.83,240,DEFAULT
LN000744,CUST091115,HOME,1669233.46,11.33,12,DEFAULT
LN000745,CUST046221,PERSONAL,2613120.06,7.42,120,DEFAULT
LN000746,CUST050497,AUTO,7984356.22,9.3,120,CLOSED
LN000747,CUST041043,HOME,4515438.75,14.93,12,CLOSED
LN000748,CUST045292,PERSONAL,1181374.65,12.48,120,DEFAULT
LN000749,CUST030851,AUTO,1742672.07,12.97,120,DEFAULT
LN000750,CUST021759,AUTO,4574785.48,10.2,24,DEFAULT
LN000751,CUST087339,EDUCATION,1828757.0,14.82,60,CLOSED
LN000752,CUST077859,EDUCATION,2740720.85,8.02,36,DEFAULT
LN000753,CUST020357,AUTO,4642464.93,10.8,60,DEFAULT
LN000754,CUST058676,HOME,6979198.93,13.58,60,DEFAULT
LN000755,CUST081409,AUTO,7223052.3,10.98,12,CLOSED
LN000756,CUST001670,EDUCATION,2437235.0,9.65,240,DEFAULT
LN000757,CUST093641,AUTO,6115564.02,10.35,60,ACTIVE
LN000758,CUST038647,PERSONAL,2701649.98,13.14,240,ACTIVE
LN000759,CUST099525,EDUCATION,6933766.41,8.69,36,ACTIVE
LN000760,CUST054385,EDUCATION,9769061.52,7.31,12,ACTIVE
LN000761,CUST061877,EDUCATION,3396051.65,10.05,240,DEFAULT
LN000762,CUST023865,HOME,9506113.25,7.54,24,DEFAULT
LN000763,CUST049140,HOME,6918629.76,14.89,12,CLOSED
LN000764,CUST033389,HOME,1419655.97,7.9,24,DEFAULT
LN000765,CUST027653,AUTO,5241625.63,12.0,36,CLOSED
LN000766,CUST040204,AUTO,2633067.19,12.2,12,CLOSED
LN000767,CUST019844,PERSONAL,4607793.48,10.74,12,CLOSED
LN000768,CUST056349,HOME,1569900.9,11.0,12,DEFAULT
LN000769,CUST067759,PERSONAL,8638472.01,9.2,12,CLOSED
LN000770,CUST054248,EDUCATION,5597431.51,10.77,120,DEFAULT
LN000771,CUST038823,HOME,57636.25,10.61,120,DEFAULT
LN000772,CUST068872,EDUCATION,7760340.23,11.75,120,DEFAULT
LN000773,CUST002699,AUTO,9706310.77,13.0,24,ACTIVE
LN000774,CUST050246,PERSONAL,8677051.18,7.6,120,ACTIVE
LN000775,CUST087339,AUTO,6584733.29,8.66,60,CLOSED
LN000776,CUST094540,EDUCATION,2169162.85,9.94,240,DEFAULT
LN000777,CUST053067,AUTO,571978.38,7.44,120,ACTIVE
LN000778,CUST056655,HOME,7122086.79,9.83,24,DEFAULT
LN000779,CUST074644,HOME,1012743.1,7.59,24,ACTIVE
LN000780,CUST073655,EDUCATION,9224821.79,8.9,240,CLOSED
LN000781,CUST088726,EDUCATION,332127.91,13.88,60,DEFAULT
LN000782,CUST034273,PERSONAL,5115619.86,13.23,60,CLOSED
LN000783,CUST055010,EDUCATION,3666363.39,9.64,24,DEFAULT
LN000784,CUST063915,AUTO,4099074.14,10.2,12,ACTIVE
LN000785,CUST014698,HOME,6408932.17,10.39,60,DEFAULT
LN000786,CUST088547,PERSONAL,3426115.29,14.95,36,CLOSED
LN000787,CUST010622,AUTO,539544.31,8.1,60,DEFAULT
LN000788,CUST078774,HOME,2201945.96,13.11,60,CLOSED
LN000789,CUST003728,AUTO,4307101.9,11.71,240,ACTIVE
LN000790,CUST024857,PERSONAL,1264765.55,8.63,24,DEFAULT
