fd_id,customer_id,deposit_amount,interest_rate,maturity_date,fd_status
FD000413,CUST061702,1367479.44,7.78,2032-04-25,CLOSED
FD000414,CUST062364,884170.74,6.34,2033-07-01,MATURED
FD000415,CUST075337,3963969.59,7.22,2035-11-28,CLOSED
FD000416,CUST021686,4343148.61,6.89,2028-07-05,CLOSED
FD000417,CUST075734,1437481.09,6.86,2034-02-22,ACTIVE
FD000418,CUST039491,4615482.65,7.02,2029-06-28,MATURED
FD000419,CUST077791,4034384.04,7.91,2028-08-21,ACTIVE
FD000420,CUST097460,2762818.33,7.04,2034-05-12,MATURED
FD000421,CUST035316,3649071.64,5.24,2026-12-06,CLOSED
FD000422,CUST061695,3672183.49,6.2,2026-10-04,ACTIVE
FD000423,CUST029130,544703.48,7.22,2036-02-02,ACTIVE
FD000424,CUST035150,1974157.4,7.01,2034-12-15,CLOSED
FD000425,CUST084368,3908708.27,7.86,2036-07-02,CLOSED
FD000426,CUST034439,3068655.55,7.35,2032-06-23,ACTIVE
FD000427,CUST000293,4420316.63,7.37,2034-02-23,ACTIVE
FD000428,CUST056433,4084088.45,6.13,2033-06-01,CLOSED
FD000429,CUST002130,2878076.77,5.58,2029-10-15,CLOSED
FD000430,CUST095070,4651050.61,7.23,2027-08-22,CLOSED
FD000431,CUST044665,4703177.52,7.92,2035-04-12,MATURED
FD000432,CUST082749,4560259.65,7.91,2032-11-09,CLOSED
FD000433,CUST004436,3754418.77,5.71,2029-10-26,MATURED
FD000434,CUST054140,3250685.45,5.43,2028-03-14,MATURED
FD000435,CUST032098,3850824.45,5.09,2032-03-19,ACTIVE
FD000436,CUST073800,4562799.27,5.66,2032-06-03,MATURED
FD000437,CUST072560,2643713.54,6.36,2034-12-26,CLOSED
FD000438,CUST062454,3283654.56,6.48,2027-02-20,CLOSED
FD000439,CUST039584,1734472.12,7.44,2030-08-18,CLOSED
FD000440,CUST062324,2337039.14,7.55,2033-03-26,ACTIVE
FD000441,CUST029226,2552988.74,6.77,2031-04-05,MATURED
FD000442,CUST098836,3984390.68,5.83,2033-08-13,CLOSED
FD000443,CUST055369,1258202.94,5.05,2032-01-22,MATURED
FD000444,CUST034968,1180988.8,5.48,2032-11-13,ACTIVE
FD000445,CUST070951,401074.86,6.46,2035-11-04,CLOSED
FD000446,CUST042675,1702610.26,7.33,2030-10-30,MATURED
FD000447,CUST049829,4092415.6,6.78,2031-10-20,ACTIVE
FD000448,CUST042553,2315580.76,5.33,2029-03-18,ACTIVE
FD000449,CUST033607,3240727.38,6.11,2030-07-12,CLOSED
FD000450,CUST066048,4457870.55,7.98,2034-12-04,CLOSED
FD000451,CUST049250,1341074.12,7.95,2028-02-21,CLOSED
FD000452,CUST065072,4698792.84,5.68,2029-12-12,MATURED
FD000453,CUST043591,1518050.2,6.77,2035-08-09,MATURED
FD000454,CUST035428,3797746.11,6.64,2028-05-06,CLOSED
FD000455,CUST026779,3156010.13,5.75,2028-04-15,MATURED
FD000456,CUST042617,3097843.54,5.16,2027-07-26,CLOSED
FD000457,CUST026612,1082876.47,6.46,2033-11-09,CLOSED
FD000458,CUST094395,2842231.87,7.77,2028-08-09,ACTIVE
FD000459,CUST029706,2864451.59,7.54,2029-10-21,MATURED
FD000460,CUST035743,2285397.55,7.99,2031-07-06,CLOSED
FD000461,CUST059661,1380453.72,7.07,2030-11-24,ACTIVE
FD000462,CUST029415,3907691.12,7.3,2033-07-02,ACTIVE
FD000463,CUST084774,1644804.45,6.41,2028-10-11,MATURED
FD000464,CUST074628,138899.07,5.48,2033-12-13,MATURED
FD000465,CUST054255,2089225.3,7.11,2031-01-31,CLOSED
FD000466,CUST069872,3554061.04,6.72,2033-12-03,ACTIVE
FD000467,CUST043616,4611785.2,6.5,2030-09-04,CLOSED
FD000468,CUST077270,3265976.95,5.67,2029-05-16,MATURED
FD000469,CUST070193,4763460.07,6.7,2028-05-29,MATURED
FD000470,CUST019977,1279878.85,7.48,2030-08-21,ACTIVE
FD000471,CUST035099,4016395.8,5.3,2026-10-08,ACTIVE
FD000472,CUST034739,4170905.97,7.4,2027-09-14,ACTIVE
FD000473,CUST093331,4588985.71,7.07,2033-09-18,ACTIVE
FD000474,CUST057266,3993031.89,5.18,2027-07-26,CLOSED
FD000475,CUST049666,419239.74,5.45,2028-02-08,ACTIVE
FD000476,CUST010907,1520187.93,7.91,2035-06-04,CLOSED
FD000477,CUST072321,4252057.88,5.51,2027-09-13,CLOSED
FD000478,CUST076894,1300032.39,6.39,2028-02-21,MATURED
FD000479,CUST070398,4287696.05,5.41,2029-06-27,CLOSED
FD000480,CUST002781,4267100.61,7.91,2029-10-03,CLOSED
FD000481,CUST024828,3769191.69,6.38,2029-03-27,MATURED
FD000482,CUST092052,199504.69,6.69,2031-11-12,ACTIVE
FD000483,CUST099779,1827463.43,6.51,2029-09-16,CLOSED
FD000484,CUST010222,4184821.48,5.26,2028-09-25,ACTIVE
FD000485,CUST023519,4776141.83,5.48,2031-06-13,ACTIVE
FD000486,CUST087541,3007777.96,6.11,2031-01-18,ACTIVE
FD000487,CUST038374,3248165.87,7.15,2027-04-13,CLOSED
FD000488,CUST045417,4590177.13,5.95,2031-09-18,MATURED
FD000489,CUST041161,3727855.02,7.43,2034-07-10,CLOSED
FD000490,CUST056750,4045033.66,5.7,2029-11-03,CLOSED
FD000491,CUST083202,341964.59,5.93,2030-01-11,MATURED
FD000492,CUST091806,3064619.91,7.97,2027-05-24,ACTIVE
FD000493,CUST072263,3152638.49,5.43,2034-06-28,ACTIVE
FD000494,CUST043330,928427.79,6.92,2033-05-23,MATURED
FD000495,CUST019890,3952540.03,6.53,2035-09-11,MATURED
FD000496,CUST008427,1171962.11,7.26,2032-09-19,CLOSED
FD000497,CUST031808,1271123.2,6.71,2028-04-14,ACTIVE
FD000498,CUST048986,521209.75,5.36,2028-01-02,MATURED
FD000499,CUST072985,1205553.23,6.02,2033-01-20,MATURED
FD000500,CUST082541,2299632.79,5.39,2031-04-21,CLOSED
FD000501,CUST072315,1235275.74,5.17,2027-12-27,ACTIVE
FD000502,CUST037098,3023731.79,5.48,2034-06-05,CLOSED
FD000503,CUST025842,1806829.52,7.55,2035-11-20,ACTIVE
FD000504,CUST023082,2216393.53,6.18,2028-06-07,MATURED
FD000505,CUST093091,3669093.97,6.01,2035-02-07,MATURED
FD000506,CUST045773,2638873.68,5.67,2030-03-13,CLOSED
FD000507,CUST076618,1782117.46,6.72,2029-12-04,MATURED
FD000508,CUST033073,3174694.94,7.43,2026-11-17,CLOSED
FD000509,CUST079801,2114837.6,6.36,2033-09-28,CLOSED
FD000510,CUST032058,907534.51,6.09,2028-02-07,ACTIVE
FD000511,CUST081361,3870547.1,6.51,2032-10-30,CLOSED
FD000512,CUST079182,3459741.58,7.96,2036-02-04,MATURED
FD000513,CUST043817,2488386.41,6.56,2027-04-07,MATURED
FD000514,CUST032686,2370550.28,5.03,2033-06-20,ACTIVE
FD000515,CUST067110,600528.7,5.98,2029-08-06,MATURED
FD000516,CUST085263,1704950.05,5.48,2028-12-05,MATURED
FD000517,CUST000554,4637706.49,5.97,2027-10-27,ACTIVE
FD000518,CUST021106,4009710.37,7.38,2028-03-17,ACTIVE
FD000519,CUST099062,2474183.39,7.94,2029-05-15,ACTIVE
FD000520,CUST044399,2005782.02,6.75,2027-04-30,CLOSED
FD000521,CUST049976,3510644.7,6.95,2026-10-24,CLOSED
FD000522,CUST056403,2578108.84,5.25,2031-08-17,ACTIVE
FD000523,CUST055254,4479947.77,5.19,2036-03-27,MATURED
FD000524,CUST076187,136785.1,7.52,2030-07-12,ACTIVE
FD000525,CUST099890,3652127.25,7.81,2036-05-28,MATURED
FD000526,CUST069914,4893026.39,5.36,2036-04-26,ACTIVE
FD000527,CUST068386,49283.97,6.03,2028-11-03,MATURED
FD000528,CUST047915,1662702.21,5.68,2030-09-10,CLOSED
FD000529,CUST018580,3048951.3,6.75,2031-09-20,MATURED
FD000530,CUST003890,1813995.35,7.4,2034-08-03,CLOSED
FD000531,CUST080686,4467404.78,5.08,2030-11-16,MATURED
FD000532,CUST091375,3503236.22,5.07,2029-11-06,ACTIVE
FD000533,CUST080042,2773025.68,7.77,2036-07-12,CLOSED
FD000534,CUST021513,1553068.28,6.54,2028-02-02,ACTIVE
FD000535,CUST095483,4267678.96,5.79,2032-05-08,ACTIVE
FD000536,CUST006304,3420290.78,6.86,2029-11-13,MATURED
FD000537,CUST002885,2913283.63,6.08,2033-08-14,MATURED
FD000538,CUST027175,2808774.91,7.27,2036-01-17,MATURED
FD000539,CUST015370,1511047.46,6.22,2032-04-14,CLOSED
FD000540,CUST063022,3363621.22,7.76,2032-08-25,CLOSED
FD000541,CUST017719,3211179.75,5.88,2032-11-13,MATURED
FD000542,CUST048708,30458.47,5.96,2030-02-01,MATURED
FD000543,CUST048023,1318047.08,6.07,2035-10-15,MATURED
FD000544,CUST037659,3882324.99,6.19,2028-06-14,ACTIVE
FD000545,CUST011008,1305461.94,6.67,2031-07-04,ACTIVE
FD000546,CUST022023,2586498.23,5.02,2031-07-07,CLOSED
FD000547,CUST058593,4276311.78,5.07,2030-02-27,CLOSED
FD000548,CUST010140,1215491.2,5.47,2031-04-20,MATURED
FD000549,CUST053943,4772782.28,6.15,2032-02-02,MATURED
FD000550,CUST050161,1848870.28,7.25,2035-02-15,CLOSED
FD000551,CUST040000,3783941.84,5.95,2031-10-10,CLOSED
FD000552,CUST095221,1087613.93,5.19,2033-12-02,ACTIVE
FD000553,CUST011557,1788216.52,6.86,2026-12-27,MATURED
FD000554,CUST015288,4539885.87,6.94,2031-11-13,CLOSED
FD000555,CUST002160,194142.54,5.46,2029-07-28,ACTIVE
FD000556,CUST004794,3040240.41,6.74,2027-02-11,CLOSED
FD000557,CUST055774,2492965.72,6.87,2032-10-15,CLOSED
FD000558,CUST054078,1351618.73,5.69,2032-08-10,ACTIVE
FD000559,CUST060882,4145987.27,7.94,2036-01-27,CLOSED
FD000560,CUST019796,525109.73,7.62,2032-11-25,ACTIVE
FD000561,CUST021507,3041040.07,6.71,2030-07-20,MATURED
FD000562,CUST032821,2435105.3,7.7,2031-09-29,CLOSED
FD000563,CUST085790,1278548.62,6.13,2035-07-16,CLOSED
FD000564,CUST059240,468160.37,5.87,2034-04-15,ACTIVE
FD000565,CUST010711,4292167.09,7.24,2028-12-29,CLOSED
FD000566,CUST002898,3126640.04,7.17,2032-04-14,MATURED
FD000567,CUST090321,4065772.53,7.84,2033-05-15,CLOSED
FD000568,CUST002609,2808531.1,6.93,2032-11-13,MATURED
FD000569,CUST018126,1272578.49,5.1,2035-08-07,CLOSED
FD000570,CUST036652,2578158.27,7.74,2033-12-31,CLOSED
FD000571,CUST066087,2771209.03,5.07,2032-04-08,CLOSED
FD000572,CUST079727,3603493.65,6.55,2033-05-17,MATURED
FD000573,CUST006903,4773976.08,6.2,2027-03-17,CLOSED
FD000574,CUST041507,4491852.78,5.16,2027-06-19,ACTIVE
FD000575,CUST079615,4316680.95,5.78,2031-09-20,ACTIVE
FD000576,CUST002280,2516195.02,6.81,2036-03-03,MATURED
FD000577,CUST092868,4370194.14,5.99,2032-02-21,MATURED
FD000578,CUST008716,4664362.65,6.5,2030-07-16,ACTIVE
FD000579,CUST091413,1714417.61,5.03,2032-04-15,MATURED
FD000580,CUST092753,127760.55,5.87,2032-09-26,ACTIVE
FD000581,CUST067036,4364094.58,7.28,2027-03-28,ACTIVE
FD000582,CUST057886,4480944.02,6.87,2027-03-14,ACTIVE
FD000583,CUST006976,3747533.7,7.83,2027-01-12,ACTIVE
FD000584,CUST055990,933119.49,6.48,2027-06-15,MATURED
FD000585,CUST002310,1839319.67,5.77,2029-03-07,ACTIVE
FD000586,CUST066126,83925.85,5.89,2031-06-27,MATURED
FD000587,CUST087946,2818500.33,6.08,2029-09-21,MATURED
FD000588,CUST086858,4298466.43,6.77,2031-01-14,ACTIVE
FD000589,CUST008648,3995869.5,6.51,2033-07-27,MATURED
FD000590,CUST006310,4425380.25,5.4,2033-07-16,CLOSED
FD000591,CUST013308,874508.23,6.87,2029-07-30,ACTIVE
FD000592,CUST005789,2026127.71,6.51,2032-08-21,CLOSED
FD000593,CUST090593,3851051.15,7.93,2031-07-10,MATURED
FD000594,CUST071242,73330.58,6.61,2030-07-28,CLOSED
FD000595,CUST098925,177749.23,6.29,2030-10-08,CLOSED
FD000596,CUST003765,4764056.63,6.06,2034-03-26,ACTIVE
FD000597,CUST082612,326548.32,5.78,2032-11-13,CLOSED
FD000598,CUST029058,1790794.98,6.44,2027-05-20,MATURED
FD000599,CUST098547,1204258.8,5.38,2031-07-27,MATURED
FD000600,CUST007208,2768180.69,6.46,2031-04-28,ACTIVE
FD000601,CUST066085,522369.21,6.07,2034-12-08,CLOSED
FD000602,CUST095344,549729.02,5.38,2026-12-09,MATURED
FD000603,CUST066029,1680063.09,7.07,2034-03-04,ACTIVE
FD000604,CUST072262,1841108.87,6.05,2034-10-23,ACTIVE
FD000605,CUST016028,4608137.25,7.84,2034-04-25,CLOSED
FD000606,CUST024419,2274164.95,7.07,2032-08-04,MATURED
FD000607,CUST007489,4250634.34,6.05,2032-06-21,MATURED
FD000608,CUST077235,1171859.08,6.52,2035-04-07,MATURED
FD000609,CUST087533,3445204.61,5.46,2031-01-11,CLOSED
FD000610,CUST052857,2702577.9,6.01,2032-11-29,CLOSED
FD000611,CUST023711,2527408.41,6.42,2032-06-02,CLOSED
FD000612,CUST047702,2030595.93,7.98,2030-10-22,MATURED
FD000613,CUST031341,1449169.11,6.3,2028-05-31,MATURED
FD000614,CUST008110,1441135.33,7.28,2031-06-04,CLOSED
FD000615,CUST057186,4842293.13,7.01,2029-02-17,ACTIVE
FD000616,CUST092476,3921360.26,5.5,2035-12-04,MATURED
FD000617,CUST013107,2946420.72,5.15,2028-05-18,ACTIVE
FD000618,CUST003586,4696994.33,7.2,2032-02-29,CLOSED
FD000619,CUST001291,4690551.48,5.98,2035-09-26,MATURED
FD000620,CUST016342,3446547.19,6.04,2035-11-22,ACTIVE
FD000621,CUST061659,2771423.5,7.78,2030-09-14,MATURED
FD000622,CUST028474,3982659.88,6.26,2029-02-18,MATURED
FD000623,CUST078327,82907.89,6.6,2032-09-08,MATURED
FD000624,CUST079493,4114142.72,7.85,2033-10-18,ACTIVE
FD000625,CUST094072,4728798.08,6.09,2033-03-15,MATURED
FD000626,CUST002199,752057.39,7.9,2033-11-11,CLOSED
FD000627,CUST091542,3218942.39,5.77,2034-04-02,ACTIVE
FD000628,CUST017591,4898580.12,5.26,2029-04-14,ACTIVE
FD000629,CUST044813,4113602.83,7.76,2032-01-22,CLOSED
FD000630,CUST084729,1999918.18,6.2,2035-09-12,CLOSED
FD000631,CUST029616,2128538.26,6.18,2035-11-28,ACTIVE
FD000632,CUST098703,3742082.71,5.84,2029-02-26,ACTIVE
FD000633,CUST075247,1898334.83,7.7,2033-09-15,CLOSED
FD000634,CUST063560,669079.69,7.17,2032-11-08,CLOSED
FD000635,CUST055677,2852296.04,5.38,2034-10-04,MATURED
FD000636,CUST020120,1304586.2,6.51,2027-01-09,ACTIVE
FD000637,CUST000941,2808820.71,6.67,2029-08-23,ACTIVE
FD000638,CUST038344,1900026.5,7.21,2032-07-11,CLOSED
FD000639,CUST024707,4439649.75,7.81,2030-12-05,ACTIVE
FD000640,CUST045350,3382127.95,7.38,2028-03-04,CLOSED
FD000641,CUST027077,1098536.12,7.96,2030-07-16,ACTIVE
FD000642,CUST011365,1795168.99,5.98,2033-03-26,MATURED
FD000643,CUST067964,2866041.15,6.81,2030-07-13,CLOSED
FD000644,CUST038413,1558931.48,7.35,2035-08-24,MATURED
FD000645,CUST075179,802938.14,5.42,2028-01-14,MATURED
FD000646,CUST075450,2418074.96,5.22,2031-04-03,CLOSED
FD000647,CUST014309,1736738.02,6.4,2030-11-10,CLOSED
FD000648,CUST054155,2460172.98,6.18,2035-11-09,CLOSED
FD000649,CUST080146,3005964.42,7.87,2027-09-12,MATURED
FD000650,CUST027700,204184.68,7.89,2035-03-16,ACTIVE
FD000651,CUST092789,1786801.07,6.58,2035-03-19,CLOSED
FD000652,CUST079360,750620.8,5.85,2032-02-22,MATURED
FD000653,CUST023757,352017.44,5.83,2032-09-04,CLOSED
FD000654,CUST034480,1655752.34,6.7,2034-08-18,ACTIVE
FD000655,CUST006600,1502883.45,7.43,2027-10-31,MATURED
FD000656,CUST078099,4088202.81,5.2,2034-02-11,ACTIVE
FD000657,CUST063196,3356347.0,6.63,2033-01-07,MATURED
FD000658,CUST038107,4091437.84,7.65,2031-06-10,ACTIVE
FD000659,CUST093135,2124818.81,5.52,2032-02-05,CLOSED
FD000660,CUST083271,1442377.29,7.76,2026-12-25,ACTIVE
FD000661,CUST039227,3011766.78,5.43,2027-10-10,ACTIVE
FD000662,CUST023489,2147218.79,7.26,2034-03-13,MATURED
FD000663,CUST080758,4925412.49,5.2,2029-03-23,MATURED
FD000664,CUST047760,3162293.11,5.15,2034-12-25,MATURED
FD000665,CUST091054,2680849.73,6.26,2033-02-04,ACTIVE
FD000666,CUST031206,4366614.08,7.94,2026-12-06,CLOSED
FD000667,CUST091832,4609135.16,5.52,2034-09-20,ACTIVE
FD000668,CUST043273,2086955.02,7.52,2027-07-02,ACTIVE
FD000669,CUST029792,3591315.56,6.69,2028-02-06,ACTIVE
FD000670,CUST079574,4913370.02,7.91,2035-12-25,MATURED
FD000671,CUST055540,721319.05,7.66,2036-07-01,CLOSED
FD000672,CUST031576,1614263.22,6.3,2033-08-09,ACTIVE
FD000673,CUST029157,786580.34,5.65,2036-04-24,ACTIVE
FD000674,CUST034728,1425196.21,7.42,2034-01-12,MATURED
FD000675,CUST044083,4999532.99,5.84,2033-11-04,MATURED
FD000676,CUST010156,4639159.87,6.54,2032-03-14,MATURED
FD000677,CUST001296,399909.46,5.02,2030-10-23,MATURED
FD000678,CUST073070,3759326.69,7.41,2029-11-23,CLOSED
FD000679,CUST051362,3958718.3,6.33,2033-02-26,CLOSED
FD000680,CUST066868,2307458.46,7.06,2027-10-15,MATURED
FD000681,CUST036725,2880054.19,6.94,2027-06-08,CLOSED
FD000682,CUST013622,695513.77,6.64,2027-06-30,ACTIVE
FD000683,CUST083240,1242287.48,6.08,2033-01-15,MATURED
FD000684,CUST006771,3130566.68,5.91,2027-05-21,MATURED
FD000685,CUST003943,3845642.9,7.4,2032-12-16,ACTIVE
FD000686,CUST068995,4058954.81,7.36,2035-11-14,ACTIVE
FD000687,CUST072646,3221408.55,6.96,2031-07-26,MATURED
FD000688,CUST081001,1069432.2,6.5,2031-12-07,CLOSED
FD000689,CUST054375,2890854.5,5.2,2030-05-29,CLOSED
FD000690,CUST092065,3144123.88,6.84,2026-12-04,MATURED
FD000691,CUST057737,3132919.28,5.22,2032-11-17,MATURED
FD000692,CUST075995,1816746.24,6.84,2030-08-23,MATURED
FD000693,CUST087858,4437958.05,6.27,2036-02-05,CLOSED
FD000694,CUST002629,1049574.85,6.16,2029-09-03,MATURED
FD000695,CUST080189,1958879.32,6.06,2035-09-23,ACTIVE
FD000696,CUST008370,2532506.15,6.72,2035-09-22,CLOSED
FD000697,CUST025675,1051617.15,6.12,2029-03-20,MATURED
FD000698,CUST019078,1543300.6,7.14,2032-07-13,CLOSED
FD000699,CUST026767,1615032.59,6.68,2033-09-02,MATURED
FD000700,CUST099356,3700428.93,6.11,2027-11-10,MATURED
FD000701,CUST050897,3789539.26,7.36,2030-06-24,ACTIVE
FD000702,CUST065911,3050014.27,7.0,2035-06-12,ACTIVE
FD000703,CUST056908,2582187.54,6.25,2035-03-19,ACTIVE
FD000704,CUST032099,309449.19,7.73,2033-03-24,CLOSED
FD000705,CUST081638,1509549.01,7.55,2031-10-12,MATURED
FD000706,CUST017343,4718272.83,6.47,2030-03-07,CLOSED
FD000707,CUST040814,2074249.56,6.14,2031-04-06,CLOSED
FD000708,CUST036221,85866.03,5.53,2027-08-04,MATURED
FD000709,CUST082156,982682.14,5.8,2030-02-11,MATURED
FD000710,CUST047450,3786022.42,5.11,2034-03-24,ACTIVE
FD000711,CUST076740,3760525.68,5.43,2032-09-10,ACTIVE
FD000712,CUST099005,3576486.38,6.95,2027-07-23,ACTIVE
FD000713,CUST045669,1729134.03,5.13,2029-04-24,CLOSED
FD000714,CUST096976,2926906.36,7.87,2033-03-01,ACTIVE
FD000715,CUST006988,3659007.33,5.05,2026-09-15,ACTIVE
FD000716,CUST002070,2571075.43,7.1,2033-09-05,MATURED
FD000717,CUST095451,2887291.51,6.8,2033-08-27,MATURED
FD000718,CUST010431,92898.51,7.65,2034-11-01,MATURED
FD000719,CUST072091,1698460.21,5.31,2032-11-23,ACTIVE
FD000720,CUST060278,4128327.18,6.92,2030-06-27,MATURED
FD000721,CUST064229,4463166.93,7.81,2031-05-19,ACTIVE
FD000722,CUST047109,1770653.83,6.13,2029-03-06,ACTIVE
FD000723,CUST018964,4042187.07,5.52,2030-11-05,MATURED
FD000724,CUST037020,3106224.44,6.17,2033-06-30,ACTIVE
FD000725,CUST019205,685903.25,7.34,2026-11-19,CLOSED
FD000726,CUST020359,2739643.13,6.21,2035-03-02,MATURED
FD000727,CUST069013,85044.72,5.08,2028-12-21,CLOSED
FD000728,CUST005108,259645.06,7.89,2027-11-24,ACTIVE
FD000729,CUST098786,4201298.0,6.52,2033-12-23,CLOSED
FD000730,CUST019442,3979744.44,7.05,2032-10-03,ACTIVE
FD000731,CUST011559,1273481.08,7.8,2029-04-18,ACTIVE
FD000732,CUST043571,4903191.12,6.21,2028-10-10,ACTIVE
FD000733,CUST090713,4388194.5,7.97,2034-09-18,ACTIVE
FD000734,CUST052460,1449940.81,5.28,2031-10-02,MATURED
FD000735,CUST013244,2343973.08,6.53,2027-06-16,CLOSED
FD000736,CUST053031,4633257.17,6.27,2035-12-26,MATURED
FD000737,CUST030471,3548911.17,6.77,2032-05-16,CLOSED
FD000738,CUST076068,4244802.42,7.62,2035-01-10,CLOSED
FD000739,CUST004579,4489934.39,6.88,2030-08-07,CLOSED
FD000740,CUST092525,4094737.73,7.62,2028-10-31,ACTIVE
FD000741,CUST023478,695347.29,5.27,2027-01-30,MATURED
FD000742,CUST092621,144889.87,7.94,2031-02-05,CLOSED
FD000743,CUST033800,3050353.52,5.78,2030-12-06,ACTIVE
FD000744,CUST045002,4461762.58,6.38,2031-06-18,ACTIVE
FD000745,CUST008689,3127072.87,6.47,2029-02-22,ACTIVE
FD000746,CUST050510,4964206.18,6.83,2033-08-28,CLOSED
FD000747,CUST006265,2996699.42,5.99,2027-07-01,ACTIVE
FD000748,CUST022551,2947040.99,6.84,2034-07-10,ACTIVE
FD000749,CUST056045,2095434.12,6.22,2028-02-01,MATURED
FD000750,CUST055062,3977756.53,6.77,2032-03-10,CLOSED
FD000751,CUST004694,3648271.61,7.54,2033-05-01,CLOSED
FD000752,CUST047151,2954351.76,6.16,2030-05-31,ACTIVE
FD000753,CUST087075,4140163.31,5.14,2033-05-10,CLOSED
FD000754,CUST093376,466561.48,7.12,2034-08-15,MATURED
FD000755,CUST039057,1442039.59,6.33,2036-03-12,ACTIVE
FD000756,CUST084799,2696576.04,5.95,2029-11-18,CLOSED
FD000757,CUST006656,3215894.32,6.78,2028-12-27,CLOSED
FD000758,CUST005387,223278.15,5.18,2032-11-15,ACTIVE
FD000759,CUST047678,612878.56,7.61,2026-09-19,MATURED
FD000760,CUST036775,3023070.59,5.87,2027-01-08,ACTIVE
FD000761,CUST034238,3842473.1,6.29,2028-09-04,CLOSED
FD000762,CUST013555,1743403.54,7.14,2027-04-25,MATURED
FD000763,CUST036143,2354996.31,6.34,2028-04-06,ACTIVE
FD000764,CUST081604,1918563.76,6.41,2030-03-06,MATURED
FD000765,CUST008097,2244580.38,7.65,2030-07-05,CLOSED
FD000766,CUST017689,1347035.89,6.95,2027-12-18,ACTIVE
FD000767,CUST079691,2890821.77,7.54,2033-03-30,CLOSED
FD000768,CUST053414,4637253.25,5.78,2029-09-04,ACTIVE
FD000769,CUST053855,1128895.8,6.76,2033-06-02,ACTIVE
FD000770,CUST050419,1695501.45,5.58,2032-01-31,MATURED
FD000771,CUST056524,2480175.71,7.47,2030-09-15,MATURED
FD000772,CUST018065,3294760.65,6.92,2032-08-30,CLOSED
FD000773,CUST024021,2347261.77,6.48,2034-05-24,CLOSED
FD000774,CUST061122,2048639.47,6.79,2034-04-08,MATURED
FD000775,CUST057984,2926791.52,7.36,2027-09-12,ACTIVE
FD000776,CUST059800,3124072.49,5.36,2030-07-19,MATURED
FD000777,CUST063380,2395840.39,6.28,2027-07-16,MATURED
FD000778,CUST068176,3052835.46,6.11,2035-02-10,CLOSED
FD000779,CUST049940,3677302.62,7.4,2032-07-24,ACTIVE
FD000780,CUST015210,2852548.14,7.41,2027-04-29,MATURED
FD000781,CUST063289,638718.41,6.55,2035-03-28,MATURED
FD000782,CUST052746,2306822.5,7.98,2029-05-16,ACTIVE
FD000783,CUST004199,102424.8,5.25,2033-03-15,CLOSED
FD000784,CUST087359,2101866.27,5.54,2031-11-05,MATURED
FD000785,CUST005496,4046978.91,5.93,2031-09-30,ACTIVE
FD000786,CUST010115,4587201.84,7.57,2031-10-19,ACTIVE
FD000787,CUST095379,2324592.05,7.4,2033-03-05,ACTIVE
FD000788,CUST030958,37477.16,5.55,2034-02-01,ACTIVE
FD000789,CUST072068,426996.91,6.06,2036-06-17,CLOSED
FD000790,CUST014715,3359624.71,7.4,2034-09-23,CLOSED
FD000791,CUST065340,1196846.39,7.33,2034-09-01,CLOSED
FD000792,CUST067704,4384449.23,6.97,2034-03-15,ACTIVE
FD000793,CUST028778,2024312.58,5.71,2026-10-30,ACTIVE
FD000794,CUST040921,1971763.35,7.04,2034-04-29,MATURED
FD000795,CUST011239,460862.24,6.83,2029-12-18,MATURED
FD000796,CUST074876,951159.71,7.65,2029-04-09,ACTIVE
FD000797,CUST033733,1132461.17,5.86,2031-11-27,MATURED
FD000798,CUST042204,4505302.93,7.32,2029-12-12,CLOSED
FD000799,CUST019410,3633196.43,7.05,2028-05-09,CLOSED
FD000800,CUST077675,338083.64,6.38,2035-04-26,ACTIVE
FD000801,CUST066573,839593.35,7.92,2030-08-29,CLOSED
FD000802,CUST067957,300292.39,6.11,2030-08-03,CLOSED
FD000803,CUST026636,4033673.96,7.6,2030-02-19,CLOSED
FD000804,CUST070248,1698450.22,6.67,2032-08-17,ACTIVE
FD000805,CUST095247,4323902.5,7.04,2028-03-05,CLOSED
FD000806,CUST098713,4826356.71,5.56,2036-02-11,ACTIVE
FD000807,CUST069452,273210.67,5.84,2031-09-08,CLOSED
FD000808,CUST003858,1627755.72,7.19,2034-06-27,MATURED
FD000809,CUST096493,4882607.95,6.29,2029-09-09,MATURED
FD000810,CUST073894,430447.89,6.92,2028-02-02,ACTIVE
FD000811,CUST033758,2752984.36,7.19,2026-09-22,ACTIVE
FD000812,CUST036918,2082082.96,7.98,2034-12-22,ACTIVE
FD000813,CUST035588,798995.18,5.57,2031-06-10,ACTIVE
FD000814,CUST070626,4938015.06,7.75,2032-01-11,MATURED
FD000815,CUST029217,4913324.76,6.19,2028-02-04,CLOSED
FD000816,CUST016454,3198180.04,5.61,2031-03-02,CLOSED
FD000817,CUST063919,1833898.04,6.76,2034-11-02,CLOSED
FD000818,CUST009141,3947925.32,6.3,2029-04-14,MATURED
FD000819,CUST094965,2114996.93,5.32,2027-12-28,ACTIVE
FD000820,CUST084451,2642975.14,7.08,2036-07-05,MATURED
FD000821,CUST034378,628195.62,6.39,2035-12-27,MATURED
FD000822,CUST019691,1262040.85,6.07,2032-05-31,ACTIVE
FD000823,CUST080596,3105801.6,7.67,2029-06-18,ACTIVE
FD000824,CUST008338,4838011.49,6.94,2034-05-28,CLOSED
